sampleid,lakeid,date,Bacillariophyta_Acanthoceras,Bacillariophyta_Asterionella,Bacillariophyta_Aulacoseira,Bacillariophyta_Cocconeis,Bacillariophyta_Cyclotella,Bacillariophyta_Cymbella,Bacillariophyta_Fragilaria,Bacillariophyta_Gomphonema,Bacillariophyta_Navicula,Bacillariophyta_Nitzschia,Bacillariophyta_Pinnularia,Bacillariophyta_Stephanodiscus,Bacillariophyta_Surirella,Bacillariophyta_Synedra,Bacillariophyta_Urosolenia,Chlorophyta_Actinastrum,Chlorophyta_Ankistrodesmus,Chlorophyta_Carteria,Chlorophyta_Chlamydomonas,Chlorophyta_Chlorogonium,Chlorophyta_Chloromonas,Chlorophyta_Closteriopsis,Chlorophyta_Closterium,Chlorophyta_Coelastrum,Chlorophyta_Cosmarium,Chlorophyta_Crucigenia,Chlorophyta_Desmodesmus,Chlorophyta_Dictyosphaerium,Chlorophyta_Elakatothrix,Chlorophyta_Eudorina,Chlorophyta_Gloeocystis,Chlorophyta_Gloeomonas,Chlorophyta_Golenkinia,Chlorophyta_Kirchneriella,Chlorophyta_Lagerheimia,Chlorophyta_Micractinium,Chlorophyta_Nephrocytium,Chlorophyta_Oocystis,Chlorophyta_Pandorina,Chlorophyta_Paradoxia,Chlorophyta_Pediastrum,Chlorophyta_Phacotus,Chlorophyta_Quadrigula,Chlorophyta_Scenedesmus,Chlorophyta_Schroederia,Chlorophyta_Selenastrum,Chlorophyta_Spermatozopsis,Chlorophyta_Sphaerocystis,Chlorophyta_Staurastrum,Chlorophyta_Tetraedron,Chlorophyta_Tetrastrum,Chlorophyta_Treubaria,Chlorophyta_Volvox,Chrysophyta_Bicosoeca,Chrysophyta_Dinobryon,Chrysophyta_Mallomonas,Chrysophyta_Stichogloea,Chrysophyta_Uroglena,Cryptophyta_Cryptomonas,Cryptophyta_Komma,Cyanophyta_Anabaena,Cyanophyta_Anabaenopsis,Cyanophyta_Aphanizomenon,Cyanophyta_Aphanocapsa,Cyanophyta_Aphanothece,Cyanophyta_Chroococcus,Cyanophyta_Coelosphaerium,Cyanophyta_Cuspidothrix(Aphanizomenon),Cyanophyta_Cyanodictyon,Cyanophyta_Cylindrospermopsis,Cyanophyta_Gomphosphaeria,Cyanophyta_Heteroleibleinia,Cyanophyta_Jaaginema,Cyanophyta_Limnothrix,Cyanophyta_Merismopedia,Cyanophyta_Microcystis,Cyanophyta_Planktolyngbya,Cyanophyta_Planktothrix,Cyanophyta_Pseudanabaena,Cyanophyta_Pseudanabaenaceae(family),Cyanophyta_Raphidiopsis,Cyanophyta_Rhabdogloea,Cyanophyta_Romeria,Cyanophyta_Snowella,Cyanophyta_Synechococcaceae(family),Cyanophyta_Synechocystis,Cyanophyta_Woronichinia,Dinophyta_Ceratium,Dinophyta_Gymnodinium,Dinophyta_Peridinium,Euglenophyta_Euglena,Euglenophyta_Phacus,Euglenophyta_Trachelomonas,Haptophyta_Chrysochromulina
2014196006,109,7/16/14,0,0,0,0,0,0,0,0,0,0.034515526,0,0,0,0.167975558,0.007228915,0,0,0,0.077108424,0,0,0,0,0,0,0.036816561,0.028915659,0,0,0.032530117,0,0,0.019277106,0,0,0,0,0.086746977,0,0,0,0,0,0.081927701,0.009036143,0,0,1.230120333,0,0,0,0,0,0,0,0,0,0,0.18072287,0.019277106,0,0,0.292771049,0,0.301204783,0,0,0,0,0,0,0,0,0,0.073633121,0,0.021686744,0,0,0,0,0,0,0.369879473,0.265060209,0,0,0,0,0,0,0,0,0.148192753
2014196007,96,7/16/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181733401,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004501137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187359822,0.162040927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078443411,0,0,0,0.010127558,0,0,0,0,0.151913369,0.133908822,0,0,25.36615685,0,0,0,0,0,0.016879263
2014197001,55,7/17/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016915544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264305369,0,0,0,0,0,0,0,0,0,0,0.528610738,0.074005503,1.712698792,0,1.268665772,0.135324349,0,0,0,0,0,0,0,0,0,0,0,79.88052327,0,0,0.126866577,0,0,0,0,0.357340859,0,0,0,0,0,0,0,0,0,0.009514993
2014197003,205,7/17/14,0,0,0,0,0,0,0,0,0,0,0.003842966,0,0,0,0,0,0.002682896,0.144876388,0.069755298,0,0,0,0,0,0,0,0,0,0,0.079145434,0,0.061035886,0.005365792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018780272,0,0,0,0.588224963,0.109998739,1.841137428,0,10.89498297,2.630579597,0.134144804,0,0,0,0,0,0,0,0,0,0,0.890050771,0.501030841,0,0.232405872,0.01006086,0,0,0,0.684138498,0.055670093,0,0,0,0,0,0,0,0.042926337,0.007042602
2014197004,300,7/17/14,0,0,0,0,0.028898351,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005600456,0,0,0,0.006720547,0,0,0.003422746,0,0,0.002240182,0,0,0,0,0,0,0,0,0.056452592,0,0,0,0,0,0,0.009184747,0,0,0.006048492,0.043011498,0,0,0,0,0,0,0,0,0,0.096775872,0.030466478,2.764608869,0,1.126363617,0.281366886,0.732091547,0,0,0,0,0,0,0,0,0,0,0.035170861,0,0,0,0,0,0,0,0.284727159,0.033602733,0,3.887388195,0.975599354,0,0,0,0,0.028002278,0.001008082
2014202001,30,7/22/14,0,0,0.233946732,0,0.018277088,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011697337,0,0,0,0,0,0,0,0,0,0,0,0,0.006579752,0,0,0,0,0,0.013646893,0,0,0,0,0,0,0.003777265,0,0,2.213477259,0,0,0,0,0,0,0,0,0,0,0.010966253,0.30456659,0,0,1.263312354,0.006579752,0.713537533,0,0,0,0,0,0,0,0,0,0,0.124771591,0.002558792,0,0,0,0,0,0,0,0.040696984,0,0,0,0,0,0,0,0,0.000731084
2014202002,36,7/22/14,0,0,0,0,0,0,0,0,0,0.007489817,0,0,0,0,0,0,0.007189708,0,0.09411982,0,0,0,0,0,0,0,0.052288789,0,0,0,0,0.035294932,0,0,0,0,0,0.011764977,0,0,0,0,0,0,0.009150538,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767337974,0.345106005,4.470691435,0,4.964820488,2.519199142,0,0,0,0,0,0,0,0,0,0,0.177259009,11.42902199,0.005882489,0,0,0,0,0,0,0.725506943,0.189546859,0,0,0,0,0,0,0,0,0.00196083
2014202003,48,7/22/14,0,0,0,0,1.241349248,0,0,0,0.172409618,0,0,0,0,0,0,0,0,0,2.160867209,0,0,0,0,0,0,0,1.839035923,0,0,0,0,0,0.183903592,0,0,0,0,0,0,0,0,0,0,7.884866518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.49397452,0,0,0,31.82681543,238.4999712,0,0,0,0,0,0.344819235,0,0,0,0,46.6696848,305.5788065,8.758408581,0,16.44787753,30.37857464,0.413783083,0,0,28.78091219,6.775395504,0,0,0,0,0,0,0,0,0
2014202004,68,7/22/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017498903,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056534918,0.086148447,0,0,60.5197921,0,0,0,0,0,0,0,0,0,0,0,0,0.402026087,0,0,0.021537112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014202005,69,7/22/14,0,0,0.699239226,0,0.022832301,0,13.18474794,0,0,0,0,0,0,0,0,0,0,2.363143181,0.054702388,0,0,0,0,0,0,0,0.18265841,0,0,0,0,0.034248452,0,0,0,0,0,0.179804372,13.28126424,0,0,0,0,0,0.055178061,0,0,0.162204474,0,0,0.030443068,0,0,0,0,0,0,0,2.072507013,0,7.003961309,0,1.147323139,0.385295084,0,0,0,0,0,0,0,0.006421585,0,0,0,3.249797547,0,0,0,0,0,0,0,0.012843169,0.058983445,0,0,0,0,0,0,0,0,0.004994566
2014202006,74,7/22/14,0,0,0,0,0.017036857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005047958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408884579,0.106007113,0,0,5.368503082,0,0,0,0,0,0,0,0,0,0,0,0,0.363452959,0,0,0.005678952,0,0,0,0,0,0.162165643,0,0,0,0,0,0,0,0,0
2014202008,77,7/22/14,0,0,0,0,0,0,0,0,0,0,0,7.98766509,0,0,0.189337247,0,0.034185892,0,0.063112416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03944526,0,0,0,0,0,0,0,0,0,0,0,0,0.336599549,0.546974268,0,0,0,36.81820541,0.56801174,0,0,0,0,0,0,0.094668623,0,0,1.180246716,0,0.142002935,0,0.015778104,0.043389786,0,0,0,4.620406316,0.136743567,0,0,0,0,0,0,0,0,0.015778104
2014202009,84,7/22/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13662649,0,0,0,0,0,0,0,0.216325275,0,0,0,0,0,0,0.042695778,0,0,0,0.261867438,0,0,0,0,0.204939734,0,0.100572277,0,0,11.72331184,0,1.344552302,0,0,0,0,0,0,0,0,1.778041954,0.242891537,0,0,0,0.971566148,0,0,0,0,0,0,0,0,0,0,0,0.362439715,0,0,0,0,0,0,0,0.204939734,0.318795142,0,25.89261736,0,0,0,0,0,0,0
2014202010,117,7/22/14,0,0,41.37979244,0,8.287373603,0,0,0,0,0.014193531,0,0,0,0.283870625,0,0.09512596,0.179847517,0,0.270514448,0.008918059,0,0,0,0,0,0,0,17.40507793,0,0,0,0,0,0,0,0.294295938,0,0,0,0,0,0,0,0,0.398339956,0.142688939,0,10.03281606,0,0,0,0,0,0,0,0.380503839,0,0,4.369848771,0.318077428,0,0,36.79591026,10.91570387,0,0,0,0,0,0,0,0,0,0,0,0,0.579673817,0,0.017836117,0.115934763,0,0,0,7.693311985,6.748614734,0,0,0,0,0,0,0,1.01963138,0
2014202011,118,7/22/14,0,0,0.77604933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469078706,0,0,0,0.229940542,0,0,0,0,0,0,0,0,0.147161947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.788696059,0,0,0,0,0,0,0.027592865,0,0,0,0,0,0,0,0.965750277,5.709423661,0,0,0,0.914013655,0,0,0,0,0,0,0,0,2.159141691,181.737723,0.224192029,0,0,0,0,2.037273203,0.043688703,0,0,0,0,0,0,0,0,0.003449108
2014202012,269,7/22/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020507328,0,0.025239789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005047958,0,0,0,0,0,0,0,0,0,0,0,0,0.222110142,0.038490678,0,0,0.184565956,0.538238497,21.40649589,0,0,0,0,0,0,0,0,0,0.001205111,0,0.025555286,0,0.008518429,0,0,0,0.007571937,0.13629486,0.141973812,0,0,0,0,0,0,0,0,0.003785968
2014203001,10,7/23/14,0,0.076626497,2.046811616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058943459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495125056,0,0,0,0,0,0,0.005894346,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062873023,0.047154767,1.149397452,0,0.869416021,28.71381488,2.271779151,0,0,0,0,0,0,0,0,0,0,0.12967561,0.012525485,0,0.011051899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014203002,19,7/23/14,0,0,1.895262456,0,0.025364107,0,0,0,0.043682629,0,0,0.070455853,0,0,0,0.030061164,0.052607037,0.373885729,0.232974022,0,0,0,0,0,0,0,0.07515291,2.747778283,0.011272937,0,0,0,0.025364107,0.007045585,0,1.024897814,0,0.007515291,0,0,1.409117068,0,0,0,0,0,0,0,0,0.048441877,0,0,0,0,0,0,0,0,0.481918037,0,1.087838377,0,6.23816126,10.91596022,0,0,0,0,0,0,0,0,0,0,0.003588287,3.681553193,0,0,0.324096926,0,0.046500863,0,0,1.085020142,0.137154061,0,0,48.5365677,0.661345611,0,0,0,0,0
2014203003,33,7/23/14,0,0,8.900091238,0,0.115886605,0,1.928353102,0,0,0,0,17.3829907,0,2.124740272,0,0,0,0,0.041719178,0,0,0,0,0.098889903,0,0.188865802,0,0,0,0,0,0,0,0,0,0,0,0.041719178,0,0,0,0,0,0,0.0409466,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894644588,0.556255702,0.321392184,0,0.092709284,0,0.485178585,0,0,0,0,0,0,0,0,0,1.98309092,9.405356834,0.190054032,0,0.05562557,0,0,0,0,3.410156486,0.132883307,0,0,0,0,0,0,0,0.231773209,0
2014203004,64,7/23/14,0,0,8.733214527,0,0,0,2.526327982,0,0,0,0,2.725652942,0,0,0,0,0,0,0.281604449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023177321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475135079,0.347659814,0,0,0.121680935,27.666768,6.589312341,0,0,0,0,0,0,0,0,0,1.48731819,52.40739922,0.00086915,0,0,0,0,0,0,1.106717074,0.048672374,0,0,8.542001629,0,0,0,0,0,0
2014203005,78,7/23/14,0,0,13.67296744,0,0.02935513,0,0,0.521868986,0,0.012458704,0,5.114316065,0,0.078905127,0,0,0,0,0.469682088,0,0,0,0,0,0,0.265785692,0,2.174454109,0,0,0,0,0,0,0,0,0,2.313619172,0,0,15.65606959,0,0,0,0,0.017395633,0,0,0,0,0.139165063,0,0,0,0,0,0,0,1.983102148,0.765407846,2.548460216,0,2.733288815,46.58550484,0.117420522,0,0,0,0,0,0,0,0,0,2.072297819,32.39501732,0.009785043,0,0.039140174,0,0,0,0,0.469682088,0.026093449,0,0,0,0,0,0.587102609,0,0,0
2014203006,105,7/23/14,0,0,0,0,0.011907498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013395935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012031534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035722493,0.108159771,0,0,7.615720337,0,0,0,0,0,0,0,0,0,0,0,0,0.756939784,0.008558514,0.119074977,0.035350384,0,0,0,0,0,0.002728802,0,0,0,0,0,0,0,0,0
2014203008,108,7/23/14,0,0,0,0,0.01484935,0,0,0,0,0.001329383,0,0,0,0,0,0,0,0,0.008352759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019799133,0,0,0,0,0,0,0.046094858,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092808438,0.537289465,0,0,0.490028553,0,0,0,0,0,0,0,0,0,0,0,0,1.257244974,0,0,0.006032548,0,0,0,0,0,0.046404219,0,0,0,0,0,0,0,0.038670183,0
2014203009,121,7/23/14,0,0,7.609717947,0,0.213756122,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144285382,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114003265,0,0,0,0,0.960121248,0,0,0,0,0,0,0.018703661,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76952204,0.57714153,0.529046402,0,0.681347639,4.725791599,0.912026121,0,0,0,0,0,0,0,0,0,6.150878096,29.59987901,0,0,0.029391467,0,0,0,0,0.57714153,0.260069949,0,3.163590607,0,0,0,0,0,0,0
2014203010,125,7/23/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005356536,0,0,0,0,0,0,0.004761366,0,0,0.918150016,0,0,0,0,0,0,0,0,0.032139218,0,0.02539395,0.060310632,0,0,0,0,2.325927136,0,0,0,0,0,0,0,0,0,0.000378897,0.00853078,0,0,0.001487927,0,0,0,0,0,0.002975854,0.324764818,0.003174244,0,0,0,0,0,0,0
2014209001,4,7/29/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102702168,0,0,0,0.013313244,0,0,0,0.039559354,0,0,0,0,0,0,0,0,0,0,0,0,0,0.659576144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420698509,0.136936224,1.937647565,0,5.532223436,0.0950946,0,0,0,0,0,0,0,0,0,0,0.023247015,245.3478712,0.00827323,0.470147701,0.732710988,0,0,0,0,0.63675344,0,0,0,0,0,0.09737687,0,0,1.183737578,0.00228227
2014209002,8,7/29/14,0,0,8.501736302,0,0,0,0.920350344,0,0,0,0,7.566046786,0,0.585913226,0,0,0,0,0.069026276,0,0,0,0.745654214,0.507897042,0,0,0.049426222,0,0,0,0,0,0,0,0,2.630668066,0,0.779741264,0.469549111,0,0.501079632,3.043547457,0,0,0.046017517,0.004260881,0,0,0.109078559,0.043943492,0,0,0,0,0,0,0,0,0,0.109078559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292296452,0,0,0.025565287,0,0,0,0,0,0.083513272,0,0,0,0,0,0,0,0.581184199,0
2014209003,14,7/29/14,0,0,0,0.124745214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120413783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058907462,0,0,0,0,0,0,0.038766308,0,0,0.067137181,0,0,0,0,0,0,0,0,0,0,0.216571552,1.380882718,0.818640468,0,2.853546773,0,0,0,0,0,0,0,0,0,0,0,0.019853817,12.0353143,0.001624287,0,0.014293722,0,0,0,0,0.023389728,0,0,0,0,0,0,0,0,0,0
2014209004,35,7/29/14,0,0,0.394733549,0.101213731,0.032388394,0,0,0,0.002024275,0,0,0,0,0,0,0,0,0,0.036436943,0,0,0,0.020242746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.068721915,0,0,0,0,0,0,0,0,0,0,0.472330743,0,0,3.692614269,0.224019724,0,0,0,0.005398066,0.63089892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009109236,0,0,0,0,0,0,0,0,0.291495544,0.002024275
2014209005,39,7/29/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.814930415,0,0,0,0,0,0,0,0,0,0,0,0,1.523474077,0,0,0,0,0,0,0,0,0,0,0,0,0.188083219,0.037616644,0,0,0,0,0,0,0,0,0,0,0,0,2.708398359,0,0,0,0,63.47808653,0,0,0,0,0,0,0,0,0,0,1.724219947,0,32.25492867,0,109.709318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310337312
2014209006,53,7/29/14,0,0,0,0,0.250685903,0,0,0,0,0,0,0,0,3.989790066,2.46768936,0,0,0,0.141010821,0,0,0,0.365583609,0,0,0,0.167123935,0,0,0,0,0,0,0,1.128086564,0,0,1.169867548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.668495742,0,0,0.329025248,0,0.919181645,0,0,2.266618375,393.574779,0,0,0,0,0,0,0,0,0,0.159591603,19.55350045,0.485703937,0,0,0,0,0,0,0.282021641,0,0,0,0,0,0,0,0,1.128086564,0
2014209007,75,7/29/14,0,0,20.20793528,0,0.435457191,0,0,0,0,0,0,0,0,4.071678414,0,0,0.453601241,0,0.48988934,0,0,0,0,0,1.959557361,0,0,0,0,0,0,0,0,0,0.136080372,0,0,0.072576199,0,0,6.586290018,0,0,0.217728596,0.127008347,0.027216074,0,0,0,4.435530528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313.9182668,0,0,0,0,0,0,0,0,0,13.02937093,0,87.82707274,0,0.217728596,0,0,0,0,0,0,29.80160153,0,0,0,0,0,0,0,0
2014209009,79,7/29/14,0,0,0,0,0.113862324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352261566,0,0,0,0,0,0,0,0.09488527,0,0,0,0,0,0,0,0,0,0,0.667755089,24.62984402,0,0,0,0,0,0.856026263,0,0,0,0,0,0,0,0,0,0,0.872944486,0,0,2.163384161,1.847525694,13.28868209,0,0.149444301,0,0,0,0,0,0,0,0,0,0,0,0,1.602375001,0,0,0,0,0,0,0,0,0,0,0,19.98521004,0,0,0,0,0.148258235,0
2014209010,110,7/29/14,0,0,0,0,0,0,0,0,0,0.006514534,0,0,0,0,0,0,0,0,0.132346876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021830412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25546026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.3924191,0,0,4.475969572,0,0,0,0,0,0,0,0,50.70386176,0,0,0,0,0,0
2014209011,122,7/29/14,0,0,1.032208309,0,0.021845678,0,0,0,0,0,0,0,0,0,0,0,0,1.287984794,0.121516587,0.009102366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056889788,2.048032359,0,2.889090981,0,0,0,0.045739389,0,0,0,0,0,0,0,0,0,0.756861736,0.3804789,0,0,4.220312014,0.837445258,0.491527766,0,3.817532317,0,0,0,0,0,0,0,0,0,0,0,0.013907391,0.255776486,0.021163001,0,0,0,0,0,0,0,0,0,0,8.43470749,0,0,0,0,0,0.006826775
2014209012,38,7/29/14,0,0,0,0,0.127083034,0,0,0,0,0,0,0,0,0.043947619,0,0,0,0,0.234293,0,0,0,0,0,0.261487723,0.053935715,0,0,0,0,0,0,0,0,0,0,0,0.016735214,0,0,0,0,0,0,0.043929938,0,0,0,0,0,0,0,0,0,0.054389446,0.133881714,0,0,0.133881714,0.895333965,0.811657893,0,1.537547813,0.886966358,0.290774348,0,0,0,0,0,0,0,0,0,0,0.613973174,0.00980579,0,0.053343496,0,0,0,0,0.112962696,0,0,0,0,0,0,0,0,0.247890362,0.520883545
2014209013,85,7/29/14,0,0,0,0,0.204887517,0,0,0,0,0.009590842,0,0,0,1.392590186,0,0,0,0,0.550384114,0,0,0,0.025108764,0.688984494,0.257113747,0.652177222,0.164713494,0.024104414,0,0,0,0,0.128556873,0.006026103,0.150652586,0,0,1.59290001,0,0,0.867758896,0,0,0.224974529,0,0.008034805,0,1.016402781,0,0.728903954,0,0.032139218,0,0,0,0,0,0,1.80381363,0.19283531,0.108469862,0,7.54468151,82.9297747,0.128556873,0,0,0,0,0,0,0,0,0.180783103,0.379797324,0.759289034,0.243002621,0,0,0,0.040676198,0,0,1.390021194,0.008034805,0,0,7.916291222,0,3.760288548,0,0,0.813523965,0.012052207
2014209014,18,7/29/14,0,0,0,0,0.046471716,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02614034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034853787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081325503,25.25622413,0,4.090692498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.08350428,0,0,0,0,0.061962288,0
2014209015,83,7/29/14,0,0,0,0,0.190335593,0,0,0,0,0,0,0,0,0.058255482,0,0,0,0,0.423374685,0,0,0,0,0.461197783,0.292823989,0,0.170813994,0.048803998,0,0,0,0,0,0.0036603,0,0,0,0.783304172,0,0,0.131770795,0,0,0.053684398,0.048803998,0,0,0.345288288,0,0,0,0,0,0,0,0,0,0,0.244019991,0.200096393,0.370910387,0,9.520250632,2.108332724,1.074908061,0,0,0,0,0,0,0,0,0,0.020971973,0,0,24.75826831,0,0,0,0,0,0.786964472,0,0,0.768662972,0,0,2.635415905,0.506951532,0,0.83576847,0.014641199
2014210001,56,7/30/14,0,0,0,0,4.26930416,0,0,0,0,0,0,0,0,2.478412948,0,0,0,0,1.26497901,0.283529778,0,0,0,0,0,0,0,0,0,0,0,0,0.043619966,0,0,4.749123785,0,0,0,0,0,0,0,0.087239932,0,0,0,0,0,0,0,0,0,0,0.348959727,0.29443477,0,0,12.20813795,4.122086776,0,0,0,243.1976673,5.730573017,0,0,0,0,0,0,0,0,0,4.248707911,101.6781405,4.181184794,0,0.08996618,0,0,0,0,6.477564933,0,0,0,0,0,0,0,0,0,0.049072462
2014210002,62,7/30/14,0,0,0,0,0.127870288,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594292386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012787029,0,0,0,0,0,0,0,0,0,0,0,0,0.019484996,1.4297116,0.224077457,0,0,1.673274053,4.967456233,0,0,0,0,0,0,0,0,0,0,0.018606801,0,0.95480744,4.588716618,0,0,0,0,0,3.520586527,0.002435625,0,0,26.39486305,0,0,0,0,0,0
2014210003,103,7/30/14,0,0,0.863741493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030568629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213269505,0,0,0,0.073933428,0,0,0,0,0,0,0,0,0,0.213980403,0.038388511,0,0,8.89300301,1.680511994,0,0,4.017997466,0,0,0,0,0,0,0,0,0,0,0,0,0.038388511,0,0,0.01279617,0,0,0,0,0,0.012085272,0,0,16.2724632,0,0,0,0,0,0
2014210004,107,7/30/14,0,0,0,0,0.019074737,0,0,0,0.021675837,0,0,0,0,0.03311824,0,0,0,0,0.025721993,0,0.006936268,0,0,0,0.027745072,0,0,0,0,0,0,0,0,0,0,0,0,0.002312089,0,0,0,0,0,0,0,0,0,0.216758372,0,0,0,0,0,0.043929697,0,0.036415406,0,0,0.399124415,0.144505581,0.002890112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001625688,0,0.026444521,0,0,0,0,0,0.022253859,0,0.036126395,0,0,0,0.173406697,0,0,0.000867033
2014210005,124,7/30/14,0,0,0.431870747,0,0.122843235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335259661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.849665706,0,0,0,0,0,0,0,0,0,0.747296344,0,0,0,0,0,0.092132426,0,0,0,0,1.635350561,0.614216173,49.21441036,0,2.902171418,0,7.638034036,0,0,0,0,0,0,0,0,0,0.041546105,34.54965974,0.195301549,2.111368095,0,0,0,0,0,1.831131966,0,0,0,5.073681513,0,0,0,0,0.322463491,0
2014210007,301,7/30/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011694864,0,0,0,0,0,0,0,0,3.102170915,0,0,0.187117821,0,0,0,0,0,0,0,0,0,0,0,0,0.00693029,0.004331431,0,0,0,0,0,0,0,0,0,1.926620529,0,0,0,0,0.071035469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.465144837,0,0,0,0,0,0,0,0,0,0,12.84269305,0,0,0,0,0,0,0.015593152
2014211001,21,7/31/14,0,0,1.152492283,0,0.248791985,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395140211,0,0,0,0,0,1.219568554,0.125777036,0.029269645,0,0,0,0,0,0,0,0,0,0,0.131713404,0,0,0,0,0,0.009756548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.212251142,0.31220955,0,0,0,0.304892138,274.7888955,0.156104775,0,0,30.25505668,0,0,0,0,0,0.451865647,159.1366223,0.215863634,0,0.201228811,0,0,0,0,0.568318946,0,0,0,0,0,0,0,0,0,0.058539291
